year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified
1976,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,ALLAN NORWITZ,LIBERTARIAN,False,total,7310.0,741210.0,False,20210114,LIBERTARIAN
1976,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,BOB FIELD,INDEPENDENT,False,total,10765.0,741210.0,False,20210114,OTHER
1976,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,DENNIS DECONCINI,DEMOCRAT,False,total,400334.0,741210.0,False,20210114,DEMOCRAT
1976,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,SAM STEIGER,REPUBLICAN,False,total,321236.0,741210.0,False,20210114,REPUBLICAN
1976,ARIZONA,AZ,4,86.0,61,US SENATE,statewide,gen,False,WM. MATHEWS FEIGHAN,INDEPENDENT,False,total,1565.0,741210.0,False,20210114,OTHER
1976,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,DAVID WALD,PEACE AND FREEDOM,False,total,104383.0,7470586.0,False,20210114,OTHER
1976,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,JACK MCCOY,AMERICAN INDEPENDENT,False,total,82739.0,7470586.0,False,20210114,OTHER
1976,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,JOHN V. TUNNEY,DEMOCRAT,False,total,3502862.0,7470586.0,False,20210114,DEMOCRAT
1976,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,OMARI MUSA,INDEPENDENT,False,total,31629.0,7470586.0,False,20210114,OTHER
1976,CALIFORNIA,CA,6,93.0,71,US SENATE,statewide,gen,False,S. I. (SAM) HAYAKAWA,REPUBLICAN,False,total,3748973.0,7470586.0,False,20210114,REPUBLICAN
1976,CONNECTICUT,CT,9,16.0,1,US SENATE,statewide,gen,False,GLORIA SCHAFFER,DEMOCRAT,False,total,561018.0,1361666.0,False,20210114,DEMOCRAT
1976,CONNECTICUT,CT,9,16.0,1,US SENATE,statewide,gen,False,"LOWELL P. WEICKER, JR.",REPUBLICAN,False,total,785683.0,1361666.0,False,20210114,REPUBLICAN
1976,CONNECTICUT,CT,9,16.0,1,US SENATE,statewide,gen,False,ROBERT BARNABEI,AMERICAN INDEPENDENT,False,total,14407.0,1361666.0,False,20210114,OTHER
1976,CONNECTICUT,CT,9,16.0,1,US SENATE,statewide,gen,False,SCATTER,,False,total,558.0,1361666.0,False,20210114,OTHER
1976,DELAWARE,DE,10,51.0,11,US SENATE,statewide,gen,False,DONALD G. GIES,AMERICAN,False,total,646.0,224795.0,False,20210114,OTHER
1976,DELAWARE,DE,10,51.0,11,US SENATE,statewide,gen,False,JOHN A. MASSIMILLA,PROHIBITION,False,total,216.0,224795.0,False,20210114,OTHER
1976,DELAWARE,DE,10,51.0,11,US SENATE,statewide,gen,False,JOSEPH F. MCINERNEY,NONE,False,total,437.0,224795.0,False,20210114,OTHER
1976,DELAWARE,DE,10,51.0,11,US SENATE,statewide,gen,False,THOMAS C. MALONEY,DEMOCRAT,False,total,98042.0,224795.0,False,20210114,DEMOCRAT
1976,DELAWARE,DE,10,51.0,11,US SENATE,statewide,gen,False,"WILLIAM V. ROTH, JR.",REPUBLICAN,False,total,125454.0,224795.0,False,20210114,REPUBLICAN
1976,FLORIDA,FL,12,59.0,43,US SENATE,statewide,gen,False,JOHN GRADY,REPUBLICAN,False,total,1057886.0,2857534.0,False,20210114,REPUBLICAN
1976,FLORIDA,FL,12,59.0,43,US SENATE,statewide,gen,False,LAWTON CHILES,DEMOCRAT,False,total,1799518.0,2857534.0,False,20210114,DEMOCRAT
1976,FLORIDA,FL,12,59.0,43,US SENATE,statewide,gen,False,SCATTER,,False,total,130.0,2857534.0,False,20210114,OTHER
1976,HAWAII,HI,15,95.0,82,US SENATE,statewide,gen,False,ANTHONY N. HODGES,PROHIBITION,False,total,14226.0,302092.0,False,20210114,OTHER
1976,HAWAII,HI,15,95.0,82,US SENATE,statewide,gen,False,JAMES D. KIMMEL,INDEPENDENT,False,total,1433.0,302092.0,False,20210114,OTHER
1976,HAWAII,HI,15,95.0,82,US SENATE,statewide,gen,False,ROCKNE JOHNSON,LIBERTARIAN,False,total,1404.0,302092.0,False,20210114,LIBERTARIAN
1976,HAWAII,HI,15,95.0,82,US SENATE,statewide,gen,False,SPARK M. MATSUNAGA,DEMOCRAT,False,total,162305.0,302092.0,False,20210114,DEMOCRAT
1976,HAWAII,HI,15,95.0,82,US SENATE,statewide,gen,False,WILLIAM QUINN,REPUBLICAN,False,total,122724.0,302092.0,False,20210114,REPUBLICAN
1976,INDIANA,IN,18,32.0,22,US SENATE,statewide,gen,False,DAVID LEE HOAGLAND,U.S. LABOR,False,total,2511.0,2161187.0,False,20210114,OTHER
1976,INDIANA,IN,18,32.0,22,US SENATE,statewide,gen,False,DON L. LEE,INDEPENDENT,False,total,14321.0,2161187.0,False,20210114,OTHER
1976,INDIANA,IN,18,32.0,22,US SENATE,statewide,gen,False,RICHARD G. LUGAR,REPUBLICAN,False,total,1275833.0,2161187.0,False,20210114,REPUBLICAN
1976,INDIANA,IN,18,32.0,22,US SENATE,statewide,gen,False,VANCE HARTKE,DEMOCRAT,False,total,868522.0,2161187.0,False,20210114,DEMOCRAT
1976,MAINE,ME,23,11.0,2,US SENATE,statewide,gen,False,EDMUND S. MUSKIE,DEMOCRAT,False,total,292704.0,486193.0,False,20210114,DEMOCRAT
1976,MAINE,ME,23,11.0,2,US SENATE,statewide,gen,False,ROBERT A. G. MONKS,REPUBLICAN,False,total,193489.0,486193.0,False,20210114,REPUBLICAN
1976,MARYLAND,MD,24,52.0,52,US SENATE,statewide,gen,False,BRUCE BRADLEY,INDEPENDENT,False,total,62750.0,1365290.0,False,20210114,OTHER
1976,MARYLAND,MD,24,52.0,52,US SENATE,statewide,gen,False,"J. GLENN BEALL, JR.",REPUBLICAN,False,total,530439.0,1365290.0,False,20210114,REPUBLICAN
1976,MARYLAND,MD,24,52.0,52,US SENATE,statewide,gen,False,PAUL S. SARBANES,DEMOCRAT,False,total,772101.0,1365290.0,False,20210114,DEMOCRAT
1976,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,CAROL HENDERSON EVANS,SOCIALIST WORKERS,False,total,26283.0,2491255.0,False,20210114,OTHER
1976,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,EDWARD M. KENNEDY,DEMOCRAT,False,total,1726657.0,2491255.0,False,20210114,DEMOCRAT
1976,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,H. GRAHAM LOWRY,U.S. LABOR,False,total,15517.0,2491255.0,False,20210114,OTHER
1976,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,MICHAEL S. ROBERTSON,REPUBLICAN,False,total,722641.0,2491255.0,False,20210114,REPUBLICAN
1976,MASSACHUSETTS,MA,25,14.0,3,US SENATE,statewide,gen,False,SCATTER,,False,total,157.0,2491255.0,False,20210114,OTHER
1976,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,BETTE JANE ERWIN,LIBERTARIAN,False,total,8842.0,3490412.0,False,20210114,LIBERTARIAN
1976,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,"DONALD W. RIEGLE, JR.",DEMOCRAT,False,total,1831031.0,3490412.0,False,20210114,DEMOCRAT
1976,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,FRANK GIRARD,SOCIALIST LABOR,False,total,2554.0,3490412.0,False,20210114,OTHER
1976,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,MARVIN L. ESCH,REPUBLICAN,False,total,1635087.0,3490412.0,False,20210114,REPUBLICAN
1976,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,PAULA L. REIMERS,SOCIALIST WORKERS,False,total,3399.0,3490412.0,False,20210114,OTHER
1976,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,PETER A. SIGNORELLI,U.S. LABOR,False,total,2218.0,3490412.0,False,20210114,OTHER
1976,MICHIGAN,MI,26,34.0,23,US SENATE,statewide,gen,False,THEODORE G. ALBERT,HUMAN RIGHTS,False,total,7281.0,3490412.0,False,20210114,OTHER
1976,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,BILL PETERSON,SOCIALIST WORKERS,False,total,9380.0,1912020.0,False,20210114,OTHER
1976,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,HUBERT H. HUMPHREY,DEMOCRAT,False,total,1290736.0,1912020.0,False,20210114,DEMOCRAT
1976,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,JERRY BREKKE,REPUBLICAN,False,total,478602.0,1912020.0,False,20210114,REPUBLICAN
1976,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,MATT SAVOLA,COMMUNIST,False,total,2214.0,1912020.0,False,20210114,OTHER
1976,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,PAUL HELM,AMERICAN,False,total,125612.0,1912020.0,False,20210114,OTHER
1976,MINNESOTA,MN,27,41.0,33,US SENATE,statewide,gen,False,ROBIN E. MILLER,LIBERTARIAN,False,total,5476.0,1912020.0,False,20210114,LIBERTARIAN
1976,MISSISSIPPI,MS,28,64.0,46,US SENATE,statewide,gen,False,JOHN C. STENNIS,DEMOCRAT,False,total,554433.0,554433.0,False,20210114,DEMOCRAT
1976,MISSOURI,MO,29,43.0,34,US SENATE,statewide,gen,False,JOHN C. DANFORTH,REPUBLICAN,False,total,1090067.0,1914460.0,False,20210114,REPUBLICAN
1976,MISSOURI,MO,29,43.0,34,US SENATE,statewide,gen,False,LAWRENE (RED) PETTY,INDEPENDENT,False,total,10822.0,1914460.0,False,20210114,OTHER
1976,MISSOURI,MO,29,43.0,34,US SENATE,statewide,gen,False,WARREN E. HEARNES,DEMOCRAT,False,total,813571.0,1914460.0,False,20210114,DEMOCRAT
1976,MONTANA,MT,30,81.0,64,US SENATE,statewide,gen,False,JOHN MELCHER,DEMOCRAT,False,total,206232.0,321445.0,False,20210114,DEMOCRAT
1976,MONTANA,MT,30,81.0,64,US SENATE,statewide,gen,False,STANLEY C. BURGER,REPUBLICAN,False,total,115213.0,321445.0,False,20210114,REPUBLICAN
1976,NEBRASKA,NE,31,46.0,35,US SENATE,statewide,gen,False,EDWARD ZORINSKY,DEMOCRAT,False,total,313805.0,593310.0,False,20210114,DEMOCRAT
1976,NEBRASKA,NE,31,46.0,35,US SENATE,statewide,gen,False,JOHN Y. MCCOLLISTER,REPUBLICAN,False,total,279284.0,593310.0,False,20210114,REPUBLICAN
1976,NEBRASKA,NE,31,46.0,35,US SENATE,statewide,gen,False,SCATTER,,False,total,163.0,593310.0,False,20210114,OTHER
1976,NEBRASKA,NE,31,46.0,35,US SENATE,statewide,gen,False,,,True,total,58.0,593310.0,False,20210114,OTHER
1976,NEVADA,NV,32,88.0,65,US SENATE,statewide,gen,False,BYRON D. YOUNG,INDEPENDENT AMERICAN,False,total,3619.0,201899.0,False,20210114,OTHER
1976,NEVADA,NV,32,88.0,65,US SENATE,statewide,gen,False,DAN BECAN,LIBERTARIAN,False,total,2307.0,201899.0,False,20210114,LIBERTARIAN
1976,NEVADA,NV,32,88.0,65,US SENATE,statewide,gen,False,DAVID TOWELL,REPUBLICAN,False,total,63471.0,201899.0,False,20210114,REPUBLICAN
1976,NEVADA,NV,32,88.0,65,US SENATE,statewide,gen,False,HOWARD W. CANNON,DEMOCRAT,False,total,127214.0,201899.0,False,20210114,DEMOCRAT
1976,NEVADA,NV,32,88.0,65,US SENATE,statewide,gen,False,OTHER,,False,total,5288.0,201899.0,False,20210114,OTHER
1976,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,BERNARDO S. DOGANIERO,SOCIALIST LABOR,False,total,9185.0,2771390.0,False,20210114,OTHER
1976,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,DAVID F. NORCROSS,REPUBLICAN,False,total,1054508.0,2771390.0,False,20210114,REPUBLICAN
1976,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,HANNIBAL CUNDARI,LIBERTARIAN,False,total,19907.0,2771390.0,False,20210114,LIBERTARIAN
1976,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,"HARRISON A. WILLIAMS, JR.",DEMOCRAT,False,total,1681140.0,2771390.0,False,20210114,DEMOCRAT
1976,NEW JERSEY,NJ,34,22.0,12,US SENATE,statewide,gen,False,LEIF JOHNSON,LABOR,False,total,6650.0,2771390.0,False,20210114,OTHER
1976,NEW MEXICO,NM,35,85.0,66,US SENATE,statewide,gen,False,ERNESTO B. BORUNDA,LA RAZA UNIDA,False,total,1087.0,413056.0,False,20210114,OTHER
1976,NEW MEXICO,NM,35,85.0,66,US SENATE,statewide,gen,False,"HARRISON ""JACK"" SCHMITT",REPUBLICAN,False,total,234681.0,413056.0,False,20210114,REPUBLICAN
1976,NEW MEXICO,NM,35,85.0,66,US SENATE,statewide,gen,False,JOSEPH M. MONTOYA,DEMOCRAT,False,total,176382.0,413056.0,False,20210114,DEMOCRAT
1976,NEW MEXICO,NM,35,85.0,66,US SENATE,statewide,gen,False,"MALCOLM ""MATT"" DILLON",AMERICAN,False,total,906.0,413056.0,False,20210114,OTHER
1976,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,DANIEL PATRICK MOYNIHAN,LIBERAL,False,total,184083.0,6666875.0,False,20210114,OTHER
1976,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,DANIEL PATRICK MOYNIHAN,DEMOCRAT,False,total,3238511.0,6666875.0,False,20210114,DEMOCRAT
1976,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,ELIJAH C. BOYD,LABOR,False,total,6716.0,6666875.0,False,20210114,OTHER
1976,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,HERBERT APTHEKER,COMMUNIST,False,total,25141.0,6666875.0,False,20210114,OTHER
1976,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,JAMES L. BUCKLEY,CONSERVATIVE,False,total,311494.0,6666875.0,False,20210114,OTHER
1976,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,JAMES L. BUCKLEY,REPUBLICAN,False,total,2525139.0,6666875.0,False,20210114,REPUBLICAN
1976,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,MARCIA GALLO,SOCIALIST WORKERS,False,total,16350.0,6666875.0,False,20210114,OTHER
1976,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,MARTIN E. NIXON,LIBERTARIAN,False,total,10943.0,6666875.0,False,20210114,LIBERTARIAN
1976,NEW YORK,NY,36,21.0,13,US SENATE,statewide,gen,False,OTHER,,False,total,348498.0,6666875.0,False,20210114,OTHER
1976,NORTH DAKOTA,ND,38,44.0,36,US SENATE,statewide,gen,False,CLARENCE HAGGARD,AMERICAN,False,total,3824.0,283062.0,False,20210114,OTHER
1976,NORTH DAKOTA,ND,38,44.0,36,US SENATE,statewide,gen,False,QUENTIN N. BURDICK,DEMOCRAT,False,total,175772.0,283062.0,False,20210114,DEMOCRAT
1976,NORTH DAKOTA,ND,38,44.0,36,US SENATE,statewide,gen,False,ROBERT STROUP,REPUBLICAN,False,total,103466.0,283062.0,False,20210114,REPUBLICAN
1976,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,DONALD E. BABCOCK,AMERICAN,False,total,36979.0,3920613.0,False,20210114,OTHER
1976,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,EMMA LILA FUNDABURK,INDEPENDENT,False,total,33285.0,3920613.0,False,20210114,OTHER
1976,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,HOWARD M. METZENBAUM,DEMOCRAT,False,total,1941113.0,3920613.0,False,20210114,DEMOCRAT
1976,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,JOHN O'NEILL,INDEPENDENT,False,total,53657.0,3920613.0,False,20210114,OTHER
1976,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,MELISA SINGLER,SOCIALIST WORKERS,False,total,31805.0,3920613.0,False,20210114,OTHER
1976,OHIO,OH,39,31.0,24,US SENATE,statewide,gen,False,"ROBERT TAFT, JR.",REPUBLICAN,False,total,1823774.0,3920613.0,False,20210114,REPUBLICAN
1976,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,ANDREW J. WATSON,CONSTITUTION,False,total,26028.0,4546353.0,False,20210114,OTHER
1976,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,BERNARD SALERA,LABOR,False,total,3637.0,4546353.0,False,20210114,OTHER
1976,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,FRANK KINCES,COMMUNIST,False,total,2097.0,4546353.0,False,20210114,OTHER
1976,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,FREDERICK W. STANTON,SOCIALIST WORKERS,False,total,5484.0,4546353.0,False,20210114,OTHER
1976,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,H. JOHN HEINZ III,REPUBLICAN,False,total,2381891.0,4546353.0,False,20210114,REPUBLICAN
1976,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,OTHER,,False,total,239.0,4546353.0,False,20210114,OTHER
1976,PENNSYLVANIA,PA,42,23.0,14,US SENATE,statewide,gen,False,WILLIAM J. GREEN,DEMOCRAT,False,total,2126977.0,4546353.0,False,20210114,DEMOCRAT
1976,RHODE ISLAND,RI,44,15.0,5,US SENATE,statewide,gen,False,JOHN H. CHAFEE,REPUBLICAN,False,total,230329.0,398906.0,False,20210114,REPUBLICAN
1976,RHODE ISLAND,RI,44,15.0,5,US SENATE,statewide,gen,False,MARGARET R. CANN,COMMUNIST,False,total,912.0,398906.0,False,20210114,OTHER
1976,RHODE ISLAND,RI,44,15.0,5,US SENATE,statewide,gen,False,RICHARD P. LORBER,DEMOCRAT,False,total,167665.0,398906.0,False,20210114,DEMOCRAT
1976,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,ARNOLD JOSEPH ZANDIE,INDEPENDENT,False,total,1061.0,1432046.0,False,20210114,OTHER
1976,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,BILL BROCK,REPUBLICAN,False,total,673231.0,1432046.0,False,20210114,REPUBLICAN
1976,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,JAMES R. SASSER,DEMOCRAT,False,total,751180.0,1432046.0,False,20210114,DEMOCRAT
1976,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,MARK CLARK BATES,INDEPENDENT,False,total,5137.0,1432046.0,False,20210114,OTHER
1976,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,WILLIE C. JACOX,INDEPENDENT,False,total,1406.0,1432046.0,False,20210114,OTHER
1976,TENNESSEE,TN,47,62.0,54,US SENATE,statewide,gen,False,,,True,total,31.0,1432046.0,False,20210114,OTHER
1976,TEXAS,TX,48,74.0,49,US SENATE,statewide,gen,False,ALAN STEELMAN,REPUBLICAN,False,total,1636370.0,3874230.0,False,20210114,REPUBLICAN
1976,TEXAS,TX,48,74.0,49,US SENATE,statewide,gen,False,LLOYD BENTSEN,DEMOCRAT,False,total,2199956.0,3874230.0,False,20210114,DEMOCRAT
1976,TEXAS,TX,48,74.0,49,US SENATE,statewide,gen,False,MARJORIE P. GALLION,AMERICAN,False,total,17355.0,3874230.0,False,20210114,OTHER
1976,TEXAS,TX,48,74.0,49,US SENATE,statewide,gen,False,PEDRO VASQUEZ,SOCIALIST WORKERS,False,total,20549.0,3874230.0,False,20210114,OTHER
1976,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,FRANK E. MOSS,DEMOCRAT,False,total,223948.0,522108.0,False,20210114,DEMOCRAT
1976,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,GEORGE MERL BATCHELOR,AMERICAN,False,total,4913.0,522108.0,False,20210114,OTHER
1976,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,ORRIN G. HATCH,REPUBLICAN,False,total,290221.0,522108.0,False,20210114,REPUBLICAN
1976,UTAH,UT,49,87.0,67,US SENATE,statewide,gen,False,STEVE TROTTER,LIBERTARIAN,False,total,3026.0,522108.0,False,20210114,LIBERTARIAN
1976,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,NANCY KAUFMAN,LIBERTY UNION,False,total,8801.0,189060.0,False,20210114,OTHER
1976,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,ROBERT T. STAFFORD,REPUBLICAN,False,total,94481.0,189060.0,False,20210114,REPUBLICAN
1976,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,SCATTER,,False,total,96.0,189060.0,False,20210114,OTHER
1976,VERMONT,VT,50,13.0,6,US SENATE,statewide,gen,False,THOMAS P. SALMON,DEMOCRAT,False,total,85682.0,189060.0,False,20210114,DEMOCRAT
1976,VIRGINIA,VA,51,54.0,40,US SENATE,statewide,gen,False,E. R. (BUD) ZUMWALT,DEMOCRAT,False,total,596009.0,1557500.0,False,20210114,DEMOCRAT
1976,VIRGINIA,VA,51,54.0,40,US SENATE,statewide,gen,False,"HARRY F. BYRD, JR.",INDEPENDENT,False,total,890778.0,1557500.0,False,20210114,OTHER
1976,VIRGINIA,VA,51,54.0,40,US SENATE,statewide,gen,False,MARTIN H. PERPER,INDEPENDENT,False,total,70559.0,1557500.0,False,20210114,OTHER
1976,VIRGINIA,VA,51,54.0,40,US SENATE,statewide,gen,False,,,True,total,154.0,1557500.0,False,20210114,OTHER
1976,WASHINGTON,WA,53,91.0,73,US SENATE,statewide,gen,False,DAVE SMITH,INDEPENDENT,False,total,28182.0,1491111.0,False,20210114,OTHER
1976,WASHINGTON,WA,53,91.0,73,US SENATE,statewide,gen,False,GEORGE M. BROWN,REPUBLICAN,False,total,361546.0,1491111.0,False,20210114,REPUBLICAN
1976,WASHINGTON,WA,53,91.0,73,US SENATE,statewide,gen,False,HENRY M. JACKSON,DEMOCRAT,False,total,1071219.0,1491111.0,False,20210114,DEMOCRAT
1976,WASHINGTON,WA,53,91.0,73,US SENATE,statewide,gen,False,KARL BERMANN,SOCIALIST WORKERS,False,total,7402.0,1491111.0,False,20210114,OTHER
1976,WASHINGTON,WA,53,91.0,73,US SENATE,statewide,gen,False,RICHARD K. KENNEY,LIBERTARIAN,False,total,19373.0,1491111.0,False,20210114,LIBERTARIAN
1976,WASHINGTON,WA,53,91.0,73,US SENATE,statewide,gen,False,"WILLIAM F. WERTZ, JR.",LABOR,False,total,3389.0,1491111.0,False,20210114,OTHER
1976,WEST VIRGINIA,WV,54,55.0,56,US SENATE,statewide,gen,False,ROBERT C. BYRD,DEMOCRAT,False,total,566359.0,566359.0,False,20210114,DEMOCRAT
1976,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,MICHAEL A. MACLAURIN,U.S. LABOR,False,total,2148.0,1935183.0,False,20210114,OTHER
1976,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,ROBERT E. NORDLANDER,SOCIALIST LABOR,False,total,1731.0,1935183.0,False,20210114,OTHER
1976,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,ROBERT SCHWARZ,SOCIALIST WORKERS,False,total,4876.0,1935183.0,False,20210114,OTHER
1976,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,SCATTER,,False,total,202.0,1935183.0,False,20210114,OTHER
1976,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,STANLEY YORK,REPUBLICAN,False,total,521902.0,1935183.0,False,20210114,REPUBLICAN
1976,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,WILLIAM O. HART,DEMOCRATIC SOCIALIST,False,total,7354.0,1935183.0,False,20210114,OTHER
1976,WISCONSIN,WI,55,35.0,25,US SENATE,statewide,gen,False,WILLIAM PROXMIRE,DEMOCRAT,False,total,1396970.0,1935183.0,False,20210114,DEMOCRAT
1976,WYOMING,WY,56,83.0,68,US SENATE,statewide,gen,False,GALE MCGEE,DEMOCRAT,False,total,70558.0,155368.0,False,20210114,DEMOCRAT
1976,WYOMING,WY,56,83.0,68,US SENATE,statewide,gen,False,MALCOLM WALLOP,REPUBLICAN,False,total,84810.0,155368.0,False,20210114,REPUBLICAN
1978,ALABAMA,AL,1,63.0,41,US SENATE,statewide,gen,False,HOWELL HEFLIN,DEMOCRAT,False,total,547054.0,582005.0,False,20210114,DEMOCRAT
1978,ALABAMA,AL,1,63.0,41,US SENATE,statewide,gen,False,JEROME B. COUCH,PROHIBITION,False,total,34951.0,582005.0,False,20210114,OTHER
1978,ALABAMA,AL,1,63.0,41,US SENATE,statewide,gen,True,A. J. KILLINSWORTH,PROHIBITION,False,total,5814.0,729842.0,False,20210114,OTHER
1978,ALABAMA,AL,1,63.0,41,US SENATE,statewide,gen,True,DONALD STEWART,DEMOCRAT,False,total,401852.0,729842.0,False,20210114,DEMOCRAT
1978,ALABAMA,AL,1,63.0,41,US SENATE,statewide,gen,True,JAMES D. MARTIN,REPUBLICAN,False,total,316170.0,729842.0,False,20210114,REPUBLICAN
1978,ALABAMA,AL,1,63.0,41,US SENATE,statewide,gen,True,MICHAEL R. A. ERDEY,LIBERTARIAN,False,total,6006.0,729842.0,False,20210114,LIBERTARIAN
1978,ALASKA,AK,2,94.0,81,US SENATE,statewide,gen,False,DONALD HOBBS,DEMOCRAT,False,total,29574.0,122741.0,False,20210114,DEMOCRAT
1978,ALASKA,AK,2,94.0,81,US SENATE,statewide,gen,False,TED STEVENS,REPUBLICAN,False,total,92783.0,122741.0,False,20210114,REPUBLICAN
1978,ALASKA,AK,2,94.0,81,US SENATE,statewide,gen,False,,,True,total,384.0,122741.0,False,20210114,OTHER
1978,ARKANSAS,AR,5,71.0,42,US SENATE,statewide,gen,False,DAVID PRYOR,DEMOCRAT,False,total,395506.0,517138.0,False,20210114,DEMOCRAT
1978,ARKANSAS,AR,5,71.0,42,US SENATE,statewide,gen,False,JOHN GRAHAM BLACK,INDEPENDENT,False,total,37211.0,517138.0,False,20210114,OTHER
1978,ARKANSAS,AR,5,71.0,42,US SENATE,statewide,gen,False,TOM KELLY,REPUBLICAN,False,total,84308.0,517138.0,False,20210114,REPUBLICAN
1978,ARKANSAS,AR,5,71.0,42,US SENATE,statewide,gen,False,,,True,total,113.0,517138.0,False,20210114,OTHER
1978,COLORADO,CO,8,84.0,62,US SENATE,statewide,gen,False,FLOYD K. HASKELL,DEMOCRAT,False,total,330148.0,819256.0,False,20210114,DEMOCRAT
1978,COLORADO,CO,8,84.0,62,US SENATE,statewide,gen,False,JOHN SHUE ,NATIONAL STATESMAN,False,total,2518.0,819256.0,False,20210114,OTHER
1978,COLORADO,CO,8,84.0,62,US SENATE,statewide,gen,False,VEDDER V. DRON,UNITED STATES PARTY,False,total,5789.0,819256.0,False,20210114,OTHER
1978,COLORADO,CO,8,84.0,62,US SENATE,statewide,gen,False,WILLIAM L. ARMSTRONG,REPUBLICAN,False,total,480801.0,819256.0,False,20210114,REPUBLICAN
1978,DELAWARE,DE,10,51.0,11,US SENATE,statewide,gen,False,DONALD G. GIES,AMERICAN,False,total,1663.0,162072.0,False,20210114,OTHER
1978,DELAWARE,DE,10,51.0,11,US SENATE,statewide,gen,False,JAMES H. BAXTER JR.,REPUBLICAN,False,total,66479.0,162072.0,False,20210114,REPUBLICAN
